date,B0,B1,B2,B1_minus_B0,B2_minus_B1
2025-10-26,46284.37436079653,48302.62380683233,46144.262633600134,2018.2494460357993,-2158.361173232195
2025-10-27,46345.99691607216,45967.59151396198,46408.39425226212,-378.4054021101765,440.802738300139
2025-10-28,46482.24668750045,49729.41341968172,46356.77601706359,3247.166732181271,-3372.6374026181293
2025-10-29,50009.52906723825,50139.10740919199,48835.81879749711,129.57834195374016,-1303.2886116948794
2025-10-30,46821.599335553045,48620.60613396203,45119.933681859766,1799.0067984089837,-3500.6724521022625
2025-10-31,18282.32295449246,19243.03934622744,18754.951152795406,960.716391734979,-488.08819343203504
2025-11-01,18314.908171549694,18515.06443208041,18451.512896950015,200.15626053071537,-63.55153513039477
2025-11-02,48982.58716654344,48894.462100008815,49902.93647995326,-88.12506653462333,1008.4743799444477
2025-11-03,48882.521747225444,51313.38224695858,49435.365905881976,2430.860499733135,-1878.0163410766036
2025-11-04,49362.74750233048,47410.279689943636,47351.048919112654,-1952.4678123868434,-59.23077083098178
2025-11-05,49259.769389415414,52812.760896604435,50200.361083685915,3552.991507189021,-2612.39981291852
2025-11-06,49207.996821131426,49010.81023504866,50272.99299617518,-197.18658608276746,1262.182761126518
2025-11-07,18950.0782918253,18724.24487189971,19048.62141713116,-225.8334199255878,324.3765452314474
2025-11-08,18778.58755745213,19018.506468979765,18992.554494255182,239.91891152763492,-25.951974724583124
2025-11-09,49636.44148898167,50689.48282036659,49780.53467495171,1053.0413313849203,-908.9481454148772
2025-11-10,50445.90539222685,51603.14378216709,52508.71871777611,1157.2383899402412,905.5749356090164
