date,horizon,max_cumulative_underestimate_kWh,total_cumulative_underestimate_kWh,slots,start_slot
2025-09-19,4h,1813.0481333333332,64151.70681666667,24,61
2025-09-20,1h,752.7413499999998,13931.766333333333,6,50
2025-09-20,4h,1362.9315166666665,28392.74841666666,24,34
2025-09-21,1h,683.5157500000001,10671.214416666666,6,65
2025-09-21,4h,1198.172466666666,14259.617149999998,24,57
2025-09-22,1h,715.6954499999997,18679.640300000006,6,90
2025-09-22,4h,1786.5123666666668,55751.77073333334,24,80
2025-09-23,1h,818.0435999999996,15322.459516666673,6,56
2025-09-23,4h,1402.8694833333338,40313.31158333336,24,42
2025-09-24,1h,732.4496333333332,12969.09423333333,6,71
2025-09-24,4h,807.7086833333327,18832.53791666666,24,33
2025-09-25,1h,416.08549999999997,8606.964950000003,6,94
2025-09-25,4h,886.3404166666668,18557.387500000008,24,80
2025-09-26,1h,1361.8966999999998,23868.759783333328,6,53
2025-09-26,4h,3126.073983333332,85819.65123333331,24,49
2025-09-27,1h,697.6613500000001,17898.281150000003,6,86
2025-09-27,4h,1948.019166666667,45937.71630000001,24,75
2025-09-28,1h,1126.0182833333336,18543.690383333334,6,57
2025-09-28,4h,2739.425666666667,62448.47410000001,24,43
2025-09-29,1h,267.7002500000001,3896.884166666669,6,111
2025-09-29,4h,277.5943833333328,3727.0036166666696,24,94
2025-09-30,1h,797.8070500000002,20535.758250000003,6,83
2025-09-30,4h,1560.7662333333337,64970.56853333335,24,79
2025-10-01,1h,53.990583333333234,104.93624999999975,6,22
2025-10-02,1h,1179.7029666666667,23060.556150000004,6,54
2025-10-02,4h,3354.784750000001,78637.1181166667,24,51
2025-10-03,1h,817.3624166666671,12493.588583333334,6,81
2025-10-03,4h,1633.4507666666673,37792.1114,24,71
2025-10-04,1h,896.9187833333333,24223.735466666672,6,76
2025-10-04,4h,2699.7544166666676,88843.38601666669,24,59
2025-10-05,1h,158.9282333333333,1596.4804999999985,6,3
2025-10-05,4h,166.6798333333329,1551.3405833333322,24,15
2025-10-06,1h,654.8262833333334,13929.048033333333,6,68
2025-10-06,4h,1705.381833333333,49121.90756666666,24,64
2025-10-07,1h,450.0392999999999,9390.791116666665,6,57
2025-10-07,4h,1340.5220166666663,26171.43383333333,24,44
2025-10-08,1h,492.73873333333324,8205.83866666667,6,71
2025-10-08,4h,555.4624000000003,9423.601466666678,24,26
2025-10-09,1h,422.49158333333344,9789.001766666657,6,86
2025-10-09,4h,830.6005333333329,22283.830149999976,24,86
2025-10-10,1h,371.6653833333332,8960.426483333333,6,50
2025-10-10,4h,453.01950000000033,15204.936300000007,24,91
2025-10-11,1h,1383.9897833333337,31876.378349999995,6,70
2025-10-11,4h,3729.0785666666666,121191.60731666666,24,63
2025-10-12,1h,614.4850166666663,7765.194566666662,6,75
2025-10-12,4h,708.6825333333331,12015.19014999999,24,65
2025-10-13,1h,325.30569999999966,4821.626516666668,6,50
2025-10-13,4h,314.90781666666726,5316.361166666677,24,86
2025-10-14,1h,901.1952666666666,25995.58443333333,6,62
2025-10-14,4h,2225.3776999999995,96362.7417,24,49
2025-10-15,1h,832.9091499999997,15583.108333333337,6,74
2025-10-15,4h,2179.4819499999994,48804.457550000014,24,65
2025-10-16,1h,837.3786666666667,13250.806466666669,6,89
2025-10-16,4h,1540.9621333333332,41070.638466666685,24,82
2025-10-17,1h,607.24745,7220.861,6,64
2025-10-17,4h,891.0905333333335,12354.934399999998,24,56
2025-10-18,1h,322.9005500000003,8088.540500000004,6,86
2025-10-18,4h,640.9317333333338,15823.735716666686,24,81
2025-10-19,1h,568.7084666666669,17155.297099999996,6,88
2025-10-19,4h,1351.3445500000007,48492.486849999994,24,77
2025-10-20,1h,705.8461166666671,14825.39581666667,6,55
2025-10-20,4h,2024.0907666666665,47154.882633333335,24,48
2025-10-21,1h,868.383416666667,16721.456299999998,6,71
2025-10-21,4h,2283.342400000001,55354.006799999996,24,64
2025-10-22,1h,604.4810000000001,10456.806833333327,6,53
2025-10-22,4h,1024.7429166666664,23472.2014833333,24,40
2025-10-23,1h,419.65738333333354,6906.192066666671,6,83
2025-10-23,4h,798.155316666667,11595.138783333345,24,72
2025-10-24,1h,388.8709,11230.799016666671,6,90
2025-10-24,4h,878.9782833333334,22159.405033333333,24,87
2025-10-25,1h,748.4224166666665,13148.787083333329,6,57
2025-10-25,4h,1332.771833333332,41004.34043333331,24,57
2025-10-26,1h,264.58529999999996,5554.447383333336,6,50
2025-10-26,4h,457.24378333333397,4175.41166666668,24,61
2025-10-27,1h,560.6319333333331,9688.938183333335,6,89
2025-10-27,4h,1209.940383333333,24925.503050000007,24,85
2025-10-28,1h,960.1262333333332,21091.80351666666,6,66
2025-10-28,4h,2433.3236166666666,69663.0689333333,24,56
2025-10-29,1h,1041.2930500000002,22553.268683333336,6,63
2025-10-29,4h,2807.88115,82273.64986666667,24,50
2025-10-30,1h,222.6807666666664,4216.836999999995,6,96
2025-10-30,4h,292.1732666666662,4115.312849999992,24,93
2025-10-31,1h,795.0726666666668,27521.44675,6,72
2025-10-31,4h,2785.4141166666664,99991.83191666665,24,54
2025-11-01,1h,313.46071666666666,4311.9775500000005,6,16
2025-11-01,4h,323.37418333333306,3900.6228166666624,24,15
2025-11-02,1h,438.29173333333307,10374.580766666664,6,53
2025-11-02,4h,883.1817166666665,30719.086133333323,24,42
2025-11-03,1h,668.3036833333333,13048.209916666661,6,67
2025-11-03,4h,1341.9711833333329,28511.793516666658,24,55
2025-11-04,1h,185.75614999999993,4909.760450000005,6,103
2025-11-04,4h,442.5306666666668,13672.980533333357,24,103
2025-11-05,1h,832.7233333333335,15715.895800000002,6,70
2025-11-05,4h,1365.1846000000003,43149.88206666667,24,70
2025-11-06,1h,718.6996999999998,21063.381366666665,6,47
2025-11-06,4h,2317.352116666666,70796.57736666665,24,44
2025-11-07,1h,205.79103333333325,5624.047633333331,6,102
2025-11-07,4h,275.092,5197.278483333326,24,33
2025-11-08,1h,967.1741666666667,14577.710883333328,6,77
2025-11-08,4h,1774.6943999999999,47295.591216666646,24,65
2025-11-09,1h,900.2328500000003,15510.773950000003,6,85
2025-11-09,4h,1762.9641833333333,46023.176866666676,24,68
2025-11-10,1h,652.1563666666669,18404.42906666668,6,71
2025-11-10,4h,1574.205983333334,65397.81453333336,24,53
2025-11-11,1h,328.6542833333331,4143.326333333329,6,56
2025-11-11,4h,167.34338333333267,1073.837633333329,24,38
2025-11-12,1h,398.3996999999998,4856.708900000001,6,79
2025-11-12,4h,251.44906666666753,5070.622650000006,24,48
2025-11-13,1h,1105.7491166666664,16574.138233333335,6,72
2025-11-13,4h,1945.3003833333337,50355.24953333335,24,68
2025-11-14,1h,464.0388833333334,9985.329066666662,6,64
2025-11-14,4h,1037.0732333333328,25915.41206666665,24,48
2025-11-15,1h,424.6269666666665,10069.888433333334,6,57
2025-11-15,4h,970.5090666666667,20981.19283333333,24,39
2025-11-16,1h,816.0447666666669,10444.27459999999,6,63
2025-11-16,4h,1080.1413833333327,23650.593566666645,24,47
2025-11-17,1h,217.65076666666698,4356.371116666665,6,53
2025-11-17,4h,282.49391666666656,1663.9526999999987,24,36
2025-11-18,1h,1051.5867500000004,17239.10458333334,6,70
2025-11-18,4h,2476.4777833333333,56760.53958333336,24,69
2025-11-19,1h,663.6359333333332,14386.716749999996,6,54
2025-11-19,4h,1628.0748499999995,37379.90496666667,24,45
2025-11-20,1h,657.4703499999998,10848.93506666667,6,74
2025-11-20,4h,1568.4784500000003,26225.361383333347,24,70
2025-11-21,1h,251.26374999999985,7975.13698333333,6,19
2025-11-21,4h,478.03893333333315,21197.943316666657,24,33
2025-11-22,1h,619.3732500000002,10531.904733333336,6,61
2025-11-22,4h,1346.0487666666672,30296.418666666676,24,44
2025-11-23,1h,382.2788000000005,7230.0086,6,60
2025-11-23,4h,774.8500500000002,13911.836783333343,24,47
2025-11-24,1h,708.2642666666668,13648.984166666667,6,76
2025-11-24,4h,1695.488216666667,34910.97573333333,24,74
2025-11-25,1h,786.9399999999999,18585.19058333333,6,63
2025-11-25,4h,2242.9551833333335,62053.47424999998,24,50
2025-11-26,1h,477.07605,7967.548616666663,6,71
2025-11-26,4h,1129.65305,24265.47296666666,24,70
2025-11-27,1h,403.5542666666669,4908.083749999999,6,91
2025-11-27,4h,559.5181333333336,9174.722783333338,24,87
2025-11-28,1h,479.37758333333323,11562.314533333334,6,60
2025-11-28,4h,1249.0608833333326,33317.99361666667,24,50
2025-11-29,1h,1368.8623833333334,25973.126366666667,6,74
2025-11-29,4h,3432.943283333334,96451.45904999999,24,65
2025-11-30,1h,262.1490999999999,6482.41165,6,50
2025-11-30,4h,350.7080166666662,7670.492066666661,24,33
2025-12-01,1h,743.2981833333332,38483.47331666666,6,78
2025-12-01,4h,2406.99915,133767.14588333335,24,24
2025-12-02,1h,1369.0119833333333,59128.69883333333,6,64
2025-12-02,4h,4236.249533333334,222748.22098333333,24,47
2025-12-03,1h,961.5023666666665,39694.81338333334,6,71
2025-12-03,4h,2389.3012333333336,129640.66088333339,24,67
2025-12-04,1h,979.3246500000001,44504.66335,6,59
2025-12-04,4h,3092.3229666666666,153869.86546666664,24,43
2025-12-05,1h,1012.3081999999999,46215.55756666667,6,79
2025-12-05,4h,2631.2001833333334,166915.76733333332,24,64
2025-12-06,1h,1465.96105,53852.283449999995,6,66
2025-12-06,4h,4168.310649999999,200636.30876666665,24,53
2025-12-07,1h,671.9259166666666,33216.47018333334,6,42
2025-12-07,4h,1994.5287833333332,113407.11128333332,24,24
2025-12-08,1h,483.04221666666655,6883.898833333332,6,78
2025-12-08,4h,1000.5063333333331,17125.10695,24,64
2025-12-09,1h,316.88340000000005,4339.2017499999965,6,50
2025-12-09,4h,501.9213999999996,6386.899833333323,24,32
2025-12-10,1h,705.9464500000003,14155.211833333335,6,73
2025-12-10,4h,1622.0260333333338,36236.790350000025,24,56
2025-12-11,1h,225.35185000000018,2882.797766666668,6,50
2025-12-11,4h,63.399566666667,227.4745666666654,24,35
2025-12-12,1h,1061.5295666666661,20081.842799999995,6,73
2025-12-12,4h,2379.5497666666665,69320.36681666665,24,63
2025-12-13,1h,454.2015500000001,6453.843516666665,6,83
2025-12-13,4h,494.8867166666669,6084.02838333333,24,78
2025-12-14,1h,307.84186666666665,3896.4144999999953,6,90
2025-12-14,4h,336.2116333333328,2198.5085666666596,24,86
2025-12-15,1h,462.83900000000006,8422.694766666666,6,66
2025-12-15,4h,853.3734333333334,21923.111233333337,24,51
2025-12-16,1h,132.46716666666666,2842.929933333332,6,73
2025-12-16,4h,144.86316666666727,1087.3733166666702,24,60
2025-12-17,1h,218.04756666666708,4471.8407166666675,6,30
2025-12-17,4h,233.73033333333325,4771.049800000008,24,84
2025-12-18,1h,666.227983333333,10239.835233333333,6,57
2025-12-18,4h,1037.5225499999995,21625.767249999997,24,42
2025-12-19,1h,861.06585,14548.742083333338,6,71
2025-12-19,4h,1817.2172666666668,38049.969516666686,24,67
2025-12-20,1h,379.2840500000002,6620.664516666668,6,55
2025-12-20,4h,624.7427833333336,11772.514000000006,24,38
2025-12-21,1h,1032.881,12167.496066666667,6,63
2025-12-21,4h,1301.3116333333342,24676.169250000003,24,60
2025-12-22,1h,364.44025000000045,8646.883966666666,6,48
2025-12-22,4h,441.86080000000027,14008.760566666662,24,35
2025-12-23,1h,108.86824999999988,1614.6065666666655,6,18
2025-12-23,4h,77.12684999999965,366.38385000000085,24,6
2025-12-24,1h,487.89926666666645,8669.305099999998,6,77
2025-12-24,4h,573.4749333333336,12481.71848333333,24,75
2025-12-25,1h,715.1105166666666,8706.780033333329,6,67
2025-12-25,4h,584.1465333333331,12296.56111666665,24,56
2025-12-26,1h,425.67574999999994,10639.678583333329,6,83
2025-12-26,4h,1190.0046499999994,26141.53969999998,24,73
2025-12-27,1h,708.9946500000002,8654.67115,6,61
2025-12-27,4h,1079.9722333333336,21883.979250000004,24,55
2025-12-28,1h,236.56119999999987,4108.709549999998,6,0
2025-12-28,4h,218.75975000000005,1365.2035333333329,24,0
2025-12-29,1h,503.11453333333327,8249.471700000002,6,85
2025-12-29,4h,1112.413983333333,21586.170050000008,24,67
2025-12-30,1h,542.1209333333336,8177.177916666667,6,52
2025-12-30,4h,1039.8375500000002,20172.29233333333,24,40
2025-12-31,1h,740.4619833333335,16879.40421666667,6,80
2025-12-31,4h,1813.7176166666668,53264.85318333334,24,65
