strategy_id,hour,load_mae,pv_mae,net_mae,net_bias
A2_pv_arima,15,180.20714451097805,271.6489677473665,331.4668254184483,22.032044583350583
A2_pv_arima,16,187.80239560878246,162.65203820688896,260.113564402956,15.316282499119458
A2_pv_arima,17,195.65103353293412,65.94522506771652,209.10287850342942,9.260025722697561
A2_pv_arima,18,191.41186746506986,9.76241954242562,192.86984045854868,2.201331854309274
A2_pv_arima,19,187.3618505489022,0.026000181919684274,187.36410526761944,-0.9112272571624261
A2_pv_arima,20,193.72799675648702,0.0008088822355289421,193.72789396207585,-0.8950623253493035
A2_pv_arima,21,194.772645508982,0.0,194.772645508982,-1.6926853293413102
A2_pv_arima,22,195.30184466067863,0.0,195.30184466067863,-1.023418113772453
A2_pv_arima,23,188.02752824351296,0.0,188.02752824351296,-2.354588423153691
A3_both_arima,0,173.6405145806708,0.0,173.6405145806708,-2.243033900498169
A3_both_arima,1,174.3595322374247,0.0,174.3595322374247,-3.0622239723768065
A3_both_arima,2,167.2622023492682,0.0,167.2622023492682,-2.2870608049108068
A3_both_arima,3,162.19319449419368,0.0008103293413173654,162.19325642034138,-1.2149682570721496
A3_both_arima,4,163.7252111031367,0.04397522183815928,163.73151379252104,-4.630010381469143
A3_both_arima,5,157.92635763094117,17.47059047418084,160.5630339258169,-0.6020984086124702
A3_both_arima,6,153.20179116647446,84.04042552801877,181.75682012051098,14.337116570105362
A3_both_arima,7,161.12536921303706,185.86857791948088,249.04583989548667,14.48398089789147
A3_both_arima,8,156.385669042255,287.0531737735225,332.9060324407281,12.429974900324769
A3_both_arima,9,156.27071440786023,386.9177721082399,419.92515505199236,19.720822448401258
A3_both_arima,10,154.97470628934724,449.8863644476744,475.4744838635072,24.565226936952154
A3_both_arima,11,166.7702533833821,493.6201880737603,526.6339349202686,19.599796136387226
A3_both_arima,12,170.31565103005445,493.49543703126005,526.8540174895985,31.507090322106702
A3_both_arima,13,171.8485884238021,425.9876088597228,463.55636969889036,20.679918897536847
A3_both_arima,14,174.0702426680352,360.87180041271876,418.1551987899561,25.858855045810124
A3_both_arima,15,177.31432667720367,271.6489677473665,328.11235163744675,19.107414478161346
A3_both_arima,16,182.77752104117778,162.65203820688896,253.6765406984891,14.463389605400433
A3_both_arima,17,184.0545767633119,65.94522506771652,197.26018917510495,5.269924068777803
A3_both_arima,18,183.60142380844954,9.76241954242562,183.92542610052374,-0.3438137382940469
A3_both_arima,19,178.14011594192607,0.026000181919684274,178.14148347175924,-2.095102207867361
A3_both_arima,20,184.55184572408402,0.0008088822355289421,184.5518121911499,-4.313644502068251
A3_both_arima,21,187.56969680595228,0.0,187.56969680595228,-3.397089059293665
A3_both_arima,22,188.2554261136227,0.0,188.2554261136227,-4.111580405984416
A3_both_arima,23,181.91359127383353,0.0,181.91359127383353,-3.035664975286478
C3_ridge_gate,0,150.6747363909671,0.0,150.6747363909671,7.105714965343797
C3_ridge_gate,1,152.00944048854484,0.0,152.00944048854484,8.777520547512154
C3_ridge_gate,2,144.68787960579996,0.0,144.68787960579996,10.081129935227706
C3_ridge_gate,3,142.30762993851832,0.0008103293413173654,142.30757749340856,10.330450655990642
C3_ridge_gate,4,140.9971323298617,9.406268801171343,141.99787156048052,19.399355672271305
C3_ridge_gate,5,143.2149415939479,35.69922899637432,147.4502624304055,30.890719982596092
C3_ridge_gate,6,144.85714785869519,90.73703525761532,171.68952543395235,20.46434987861725
C3_ridge_gate,7,145.28633132881515,180.4663631222623,235.93941059989032,7.269511011144407
